	word	occurences
13831	radicals	3
13832	16.6	3
13833	unwind	3
13834	high-powered	3
13835	parked	3
13836	uproar	3
13837	opportunistic	3
13838	unwillingness	3
13839	privatize	3
13840	2.79	3
13841	principally	3
13842	radically	3
13843	upheavals	3
13844	parcels	3
13845	index-linked	3
13846	153	3
13847	philosophers	3
13848	pitted	3
13849	2.73	3
13850	index-fund	3
13851	phasing	3
13852	phases	3
13853	watts	3
13854	pivotal	3
13855	parental-consent	3
13856	indebted	3
13857	update	3
13858	railing	3
13859	pitchers	3
13860	pitcher	3
13861	opium	3
13862	humanity	3
13863	watt	3
13864	16.3	3
13865	151,000	3
13866	watchdog	3
13867	watering	3
13868	0.95	3
13869	untrue	3
13870	rapid-fire	3
13871	plentiful	3
13872	primitive	3
13873	high-speed	3
13874	yelled	3
13875	rat	3
13876	130,000	3
13877	pertinent	3
13878	'em	3
13879	high-stakes	3
13880	r	3
13881	quoting	3
13882	pinning	3
13883	pinch	3
13884	inconceivable	3
13885	washed	3
13886	ratification	3
13887	prince	3
13888	pleasantries	3
13889	planting	3
13890	upstream	3
13891	hurts	3
13892	racist	3
13893	ramps	3
13894	17.4	3
13895	wavering	3
13896	humble	3
13897	waving	3
13898	upstart	3
13899	upswing	3
13900	racehorses	3
13901	zones	3
13902	watered-down	3
13903	playoff	3
13904	playoffs	3
13905	indicative	3
13906	perverse	3
13907	herd	3
13908	privileged	3
13909	petitions	3
13910	impeached	3
13911	idealism	3
13912	pacemakers	3
13913	pension-fund	3
13914	propel	3
13915	wise	3
13916	wiping	3
13917	preset	3
13918	viewing	3
13919	hospitable	3
13920	implying	3
13921	well-servicing	3
13922	160,000	3
13923	0.82	3
13924	praising	3
13925	proviso	3
13926	propane	3
13927	homemaker	3
13928	overhauling	3
13929	wing	3
13930	proportions	3
13931	vindication	3
13932	provincial	3
13933	0.8	3
13934	overlook	3
13935	pre-emptive	3
13936	windshield	3
13937	imagined	3
13938	158	3
13939	psychoanalyst	3
13940	witch	3
13941	wrap	3
13942	outskirts	3
13943	outpatient	3
13944	volunteered	3
13945	outpost	3
13946	outraged	3
13947	promotes	3
13948	victimized	3
13949	0.19	3
13950	pullbacks	3
13951	0.88	3
13952	15.1	3
13953	powered	3
13954	per-capita	3
13955	importers	3
13956	2.95	3
13957	puckish	3
13958	well-being	3
13959	outstripped	3
13960	well-heeled	3
13961	peoples	3
13962	withstood	3
13963	pensions	3
13964	withhold	3
13965	videotape	3
13966	1,300	3
13967	packs	3
13968	packet	3
13969	pre-tax	3
13970	penny-stock	3
13971	overproduction	3
13972	impede	3
13973	immigration	3
13974	overturn	3
13975	0.53	3
13976	visitor	3
13977	whispering	3
13978	penchant	3
13979	overturned	3
13980	impeded	3
13981	preferring	3
13982	whipsawed	3
13983	prostitutes	3
13984	peeled	3
13985	wheel	3
13986	overreacting	3
13987	visa	3
13988	hooked	3
13989	impasse	3
13990	overwhelm	3
13991	whip	3
13992	impeccable	3
13993	whimsical	3
13994	peasant	3
13995	prematurely	3
13996	preoccupied	3
13997	visibility	3
13998	preoccupation	3
13999	wholesaler	3
14000	honey	3
14001	presage	3
14002	predominantly	3
14003	homework	3
14004	overriding	3
14005	propped	3
14006	implicated	3
14007	precipitated	3
14008	protocol	3
14009	oversaw	3
14010	wields	3
14011	present-day	3
14012	honestly	3
14013	prescriptions	3
14014	precipitous	3
14015	protested	3
14016	west	3
14017	oversized	3
14018	whack	3
14019	immense	3
14020	wicker	3
14021	impervious	3
14022	overstated	3
14023	immigrants	3
14024	protections	3
14025	overtures	3
14026	imperial	3
14027	hops	3
14028	imposition	3
14029	pumps	3
14030	punch	3
14031	16\/32	3
14032	worship	3
14033	wallet	3
14034	identities	3
14035	inadequacy	3
14036	profited	3
14037	ponds	3
14038	weekends	3
14039	populist	3
14040	hopeless	3
14041	hotel-casinos	3
14042	puttable	3
14043	144	3
14044	prey	3
14045	waivers	3
14046	programmed	3
14047	15.50	3
14048	patience	3
14049	154.2	3
14050	in-state	3
14051	progressive	3
14052	portraits	3
14053	ideology	3
14054	138	3
14055	pushes	3
14056	valves	3
14057	paired	3
14058	polyurethane	3
14059	polystyrene	3
14060	polypropylene	3
14061	vacations	3
14062	polling	3
14063	143	3
14064	143.80	3
14065	quantitative	3
14066	quantify	3
14067	paltry	3
14068	palms	3
14069	palm	3
14070	pollutants	3
14071	wounded	3
14072	vacancies	3
14073	137	3
14074	qualifications	3
14075	weary	3
14076	wallpaper	3
14077	quadrupled	3
14078	originated	3
14079	0.02	3
14080	ornamental	3
14081	incentive-backed	3
14082	polyester	3
14083	perpetuate	3
14084	worthwhile	3
14085	hindered	3
14086	paths	3
14087	waiving	3
14088	146	3
14089	hog	3
14090	outlay	3
14091	outfit	3
14092	pains	3
14093	wait-and-see	3
14094	imprisonment	3
14095	imprisoned	3
14096	outfits	3
14097	ventilated	3
14098	paid-up	3
14099	ventilation	3
14100	paycheck	3
14101	weights	3
14102	outlawing	3
14103	verdicts	3
14104	in-depth	3
14105	puny	3
14106	16-bit	3
14107	versus	3
14108	pretend	3
14109	punishing	3
14110	illnesses	3
14111	percentages	3
14112	hitter	3
14113	wonderfully	3
14114	hobby	3
14115	presumption	3
14116	punching	3
14117	paved	3
14118	outdoor	3
14119	139	3
14120	velvet	3
14121	ours	3
14122	vanilla	3
14123	variables	3
14124	pursuits	3
14125	progressively	3
14126	variation	3
14127	paints	3
14128	poses	3
14129	out-of-state	3
14130	varied	3
14131	hot-air	3
14132	waived	3
14133	prohibiting	3
14134	prevalent	3
14135	14.8	3
14136	outage	3
14137	wording	3
14138	possessing	3
14139	worded	3
14140	outages	3
14141	pause	3
14142	purged	3
14143	vaults	3
14144	possessions	3
14145	word-processing	3
14146	pragmatism	3
14147	stalemate	3
14148	re-enactment	3
14149	service-industry	3
14150	1942	3
14151	survivors	3
14152	survivor	3
14153	shied	3
14154	survives	3
14155	meal	3
14156	shiny	3
14157	shipbuilder	3
14158	maze	3
14159	mayoralty	3
14160	shipyards	3
14161	shirt	3
14162	shivers	3
14163	maxim	3
14164	laundry	3
14165	short-covering	3
14166	10:30	3
14167	lawful	3
14168	surreal	3
14169	1950	3
14170	lawmaker	3
14171	shareholding	3
14172	11.2	3
14173	lapses	3
14174	swapping	3
14175	ladies	3
14176	servicing	3
14177	sweepstakes	3
14178	sweeps	3
14179	melt	3
14180	megabyte	3
14181	settles	3
14182	swaying	3
14183	11.3	3
14184	swallowed	3
14185	lap	3
14186	sustainable	3
14187	shakes	3
14188	shakeup	3
14189	suspicions	3
14190	shampoo	3
14191	suspicion	3
14192	shapes	3
14193	media-buying	3
14194	meddling	3
14195	mating	3
14196	mathematical	3
14197	surgeon	3
14198	sin	3
14199	markkaa	3
14200	markka	3
14201	leaner	3
14202	1951	3
14203	simpler	3
14204	superiority	3
14205	superintendents	3
14206	simplify	3
14207	super-majority	3
14208	sunshine	3
14209	signaling	3
14210	market-maker	3
14211	sunny	3
14212	1955	3
14213	markedly	3
14214	markdowns	3
14215	markdown	3
14216	summarily	3
14217	suited	3
14218	suite	3
14219	supervised	3
14220	sightings	3
14221	math	3
14222	lays	3
14223	showcase	3
14224	suppressed	3
14225	suppose	3
14226	materialistic	3
14227	showrooms	3
14228	shredded	3
14229	1.77	3
14230	shrewd	3
14231	mate	3
14232	shutdowns	3
14233	leaked	3
14234	19th	3
14235	supply-demand	3
14236	19\/32	3
14237	shutting	3
14238	sidewalk	3
14239	sideways	3
14240	masonry	3
14241	sift	3
14242	masked	3
14243	service-sector	3
14244	mental-health	3
14245	tenders	3
14246	serene	3
14247	tax-preparation	3
14248	tax-deferred	3
14249	1.625	3
14250	kickbacks	3
14251	tastes	3
14252	tasteless	3
14253	mileage	3
14254	scraps	3
14255	scratch	3
14256	scream	3
14257	screaming	3
14258	screeching	3
14259	kidnapper	3
14260	1.63	3
14261	scrutinizing	3
14262	tapping	3
14263	scuttled	3
14264	midmorning	3
14265	tantamount	3
14266	killers	3
14267	middleman	3
14268	tax-rate	3
14269	scorecard	3
14270	millionaires	3
14271	miniature	3
14272	tendering	3
14273	sanguine	3
14274	sanitation	3
14275	satellite-TV	3
14276	tenant	3
14277	satisfies	3
14278	temblors	3
14279	junk-mail	3
14280	saves	3
14281	mini-component	3
14282	scoffs	3
14283	119.88	3
14284	teen-age	3
14285	2.07	3
14286	scanners	3
14287	teen	3
14288	teeming	3
14289	teaming	3
14290	scary	3
14291	kanji	3
14292	seated	3
14293	seating	3
14294	mid-afternoon	3
14295	mercy	3
14296	tablets	3
14297	1.74	3
14298	synergy	3
14299	syndicator	3
14300	semblance	3
14301	syndicated	3
14302	seminars	3
14303	11.95	3
14304	laboring	3
14305	mercury	3
14306	self-incrimination	3
14307	merchant-banking	3
14308	swung	3
14309	sensation	3
14310	11.9	3
14311	sentimental	3
14312	menu	3
14313	mentor	3
14314	separating	3
14315	sequel	3
14316	la-la	3
14317	taboo	3
14318	mid-September	3
14319	microcomputers	3
14320	tangled	3
14321	kingpins	3
14322	secretly	3
14323	microwave	3
14324	knights	3
14325	microscopic	3
14326	microscope	3
14327	114.3	3
14328	microelectronics	3
14329	knocks	3
14330	selectively	3
14331	knot	3
14332	microcomputer	3
14333	110.6	3
14334	seesaw	3
14335	meters	3
14336	metaphor	3
14337	tactic	3
14338	tack	3
14339	tabs	3
14340	single-B	3
14341	single-B-plus	3
14342	1956	3
14343	suffers	3
14344	linage	3
14345	stirred	3
14346	stinging	3
14347	lingerie	3
14348	lingering	3
14349	specials	3
14350	specialties	3
14351	loves	3
14352	species	3
14353	stimulated	3
14354	linkages	3
14355	specifying	3
14356	stifle	3
14357	spectacularly	3
14358	lovable	3
14359	sticks	3
14360	liquefied	3
14361	sticker	3
14362	sterilizing	3
14363	lousy	3
14364	stepped-up	3
14365	1.8500	3
14366	stock-manipulation	3
14367	stock-picking	3
14368	1.8400	3
14369	lightest	3
14370	sons	3
14371	sophistication	3
14372	sorghum	3
14373	1989A	3
14374	lull	3
14375	lukewarm	3
14376	sorting	3
14377	souls	3
14378	stored	3
14379	low-ability	3
14380	southwest	3
14381	spaghetti	3
14382	spanking	3
14383	spared	3
14384	spas	3
14385	speakers	3
14386	lower-priced	3
14387	1.8485	3
14388	low-end	3
14389	stellar	3
14390	spenders	3
14391	spewing	3
14392	squeezing	3
14393	starring	3
14394	sprung	3
14395	long-range	3
14396	spurts	3
14397	standby	3
14398	1.93	3
14399	squads	3
14400	stand-alone	3
14401	10-11	3
14402	10-day	3
14403	start-ups	3
14404	staffer	3
14405	lofty	3
14406	stamping	3
14407	stampede	3
14408	stagflation	3
14409	locking	3
14410	stamp	3
14411	stalwart	3
14412	locales	3
14413	1.92	3
14414	lively	3
14415	sphere	3
14416	stationery	3
14417	spies	3
14418	steadied	3
14419	spills	3
14420	lopsided	3
14421	stave	3
14422	sponsoring	3
14423	spontaneously	3
14424	stature	3
14425	spooks	3
14426	1979-80	3
14427	livelihood	3
14428	sporting	3
14429	1.88	3
14430	spotlight	3
14431	state-run	3
14432	state-appointed	3
14433	spray	3
14434	starving	3
14435	little-known	3
14436	1.90	3
14437	luncheon	3
14438	lurched	3
14439	stratospheric	3
14440	subgroups	3
14441	skyrocketing	3
14442	legitimize	3
14443	slabs	3
14444	slackened	3
14445	malpractice	3
14446	submitting	3
14447	slice	3
14448	slimmer	3
14449	1962	3
14450	slogans	3
14451	1959	3
14452	1964	3
14453	less-profitable	3
14454	subcontractors	3
14455	lessen	3
14456	stymied	3
14457	styling	3
14458	stumbling	3
14459	slowest	3
14460	slows	3
14461	subscriptions	3
14462	skirt	3
14463	student-athlete	3
14464	manipulative	3
14465	sings	3
14466	marches	3
14467	suckers	3
14468	successors	3
14469	1958	3
14470	lecturer	3
14471	manually	3
14472	manpower	3
14473	six-packs	3
14474	subway	3
14475	legislatures	3
14476	subtract	3
14477	skid	3
14478	maneuvering	3
14479	legalizing	3
14480	substantive	3
14481	mandating	3
14482	substances	3
14483	skins	3
14484	skip	3
14485	slumping	3
14486	1990-model	3
14487	stray	3
14488	lien	3
14489	mafias	3
14490	mafia	3
14491	stricter	3
14492	soften	3
14493	10.8	3
14494	machinist	3
14495	stricken	3
14496	stretches	3
14497	soggy	3
14498	stresses	3
14499	licensee	3
14500	10.7	3
14501	solicitations	3
14502	machikin	3
14503	solicited	3
14504	life-style	3
14505	lifelong	3
14506	streamed	3
14507	lush	3
14508	solvents	3
14509	strike-force	3
14510	soda	3
14511	structuring	3
14512	mailers	3
14513	smartest	3
14514	smile	3
14515	smiling	3
14516	mainframe-class	3
14517	snail	3
14518	snakes	3
14519	snap	3
14520	liar	3
14521	stroll	3
14522	stroke	3
14523	societies	3
14524	liberalization	3
14525	snaps	3
14526	sneaked	3
14527	sniffs	3
14528	so-so	3
14529	liberty	3
14530	soccer	3
14531	magnate	3
14532	strings	3
14533	jumbos	3
14534	juggling	3
14535	2.63	3
14536	recurring	3
14537	refrigerator	3
14538	tucked	3
14539	1.14	3
14540	nosedive	3
14541	2.53	3
14542	registrants	3
14543	nonstop	3
14544	nonsense	3
14545	13,000	3
14546	insulated	3
14547	non-toxic	3
14548	insulation	3
14549	non-strategic	3
14550	reigning	3
14551	reignited	3
14552	reinforced	3
14553	insulting	3
14554	non-invasive	3
14555	reinforcement	3
14556	tropical	3
14557	reinstate	3
14558	tuna	3
14559	tunnel	3
14560	turban	3
14561	two-stroke	3
14562	unaffiliated	3
14563	redeeming	3
14564	inspected	3
14565	ugly	3
14566	tycoon	3
14567	inspections	3
14568	now-defunct	3
14569	reeled	3
14570	refinanced	3
14571	instability	3
14572	notch	3
14573	refiner	3
14574	refineries	3
14575	refocused	3
14576	twisted	3
14577	twin	3
14578	noticeably	3
14579	installing	3
14580	1.13	3
14581	18.1	3
14582	triple-A-rated	3
14583	non-communist	3
14584	tricks	3
14585	reminiscent	3
14586	remedies	3
14587	newcomer	3
14588	transmissions	3
14589	transmission	3
14590	transfusion	3
14591	remembers	3
14592	transforms	3
14593	intercollegiate	3
14594	transformation	3
14595	remorse	3
14596	18.75	3
14597	remote	3
14598	interest-free	3
14599	renaissance	3
14600	transferable	3
14601	transcript	3
14602	neurologist	3
14603	rendered	3
14604	rendering	3
14605	2.45	3
14606	intensified	3
14607	trappings	3
14608	nominee	3
14609	12:01	3
14610	trick	3
14611	rejoin	3
14612	rekindle	3
14613	noble	3
14614	18.4	3
14615	insuring	3
14616	integral	3
14617	12\/32	3
14618	trespassing	3
14619	nightly	3
14620	traps	3
14621	nicknames	3
14622	nicknamed	3
14623	relaxation	3
14624	releasing	3
14625	treacherous	3
14626	travels	3
14627	traveler	3
14628	relish	3
14629	relocate	3
14630	nurse	3
14631	nurses	3
14632	sanctioned	3
14633	nutrition	3
14634	on-site	3
14635	on-again	3
14636	unknowns	3
14637	olds	3
14638	unjust	3
14639	reaped	3
14640	1.08	3
14641	172	3
14642	rear-seat	3
14643	1.09	3
14644	oil-service	3
14645	uninvited	3
14646	reasoned	3
14647	uninspired	3
14648	unification	3
14649	informally	3
14650	offshoot	3
14651	unheard	3
14652	informing	3
14653	infusion	3
14654	178	3
14655	inflationary	3
14656	unnamed	3
14657	one-fifth	3
14658	inexperienced	3
14659	re-evaluate	3
14660	unrealized	3
14661	unrealistically	3
14662	inefficiencies	3
14663	13.75	3
14664	inept	3
14665	unravel	3
14666	onslaught	3
14667	17.8	3
14668	readings	3
14669	realists	3
14670	17.9	3
14671	inexplicably	3
14672	one-tenth	3
14673	one-stop	3
14674	infectious	3
14675	unofficially	3
14676	infighting	3
14677	inflammatory	3
14678	unnerving	3
14679	178.5	3
14680	inheritance	3
14681	unfounded	3
14682	objection	3
14683	underpinned	3
14684	undermining	3
14685	insects	3
14686	recombinant	3
14687	observe	3
14688	objects	3
14689	recorder	3
14690	objectionable	3
14691	undefined	3
14692	undamaged	3
14693	reckoning	3
14694	uncover	3
14695	objected	3
14696	recounts	3
14697	uncle	3
14698	oats	3
14699	recourse	3
14700	oak	3
14701	uncanny	3
14702	nuts	3
14703	obstruction	3
14704	reckon	3
14705	2.61	3
14706	injecting	3
14707	rebounding	3
14708	offend	3
14709	unfit	3
14710	off-again	3
14711	uneven	3
14712	recalling	3
14713	unencumbered	3
14714	oceans	3
14715	undoubtedly	3
14716	receivable	3
14717	inmates	3
14718	receivers	3
14719	undesirable	3
14720	recession-resistant	3
14721	underwent	3
14722	recipe	3
14723	occupant	3
14724	undertake	3
14725	understatement	3
14726	understate	3
14727	rendition	3
14728	networking	3
14729	nettlesome	3
14730	renovation	3
14731	rings	3
14732	rioting	3
14733	thoughtful	3
14734	1.41	3
14735	monolithic	3
14736	risk-free	3
14737	thoroughly	3
14738	12.45	3
14739	thirtysomething	3
14740	roadblocks	3
14741	money-fund	3
14742	thirds	3
14743	1.45	3
14744	rode	3
14745	roller	3
14746	jammed	3
14747	thinner	3
14748	monastery	3
14749	jealously	3
14750	thinly	3
14751	roofing	3
14752	1.40	3
14753	three-dimensional	3
14754	three-fourths	3
14755	morass	3
14756	thunder	3
14757	reversing	3
14758	irrational	3
14759	thumbs	3
14760	motivation	3
14761	revolt	3
14762	motel	3
14763	ribbons	3
14764	1.39	3
14765	irritation	3
14766	rim	3
14767	rides	3
14768	rifles	3
14769	morality	3
14770	mop	3
14771	right-to-life	3
14772	right-wing	3
14773	three-quarters	3
14774	12.75	3
14775	rigors	3
14776	rosy	3
14777	thief	3
14778	round-trip	3
14779	sailors	3
14780	mismanagement	3
14781	misled	3
14782	territories	3
14783	journalistic	3
14784	misinterpreted	3
14785	mishandled	3
14786	1.5820	3
14787	2.125	3
14788	miserable	3
14789	miscarriages	3
14790	terrorists	3
14791	judging	3
14792	salaried	3
14793	12,000	3
14794	sales-tax	3
14795	salespeople	3
14796	salon	3
14797	tenor	3
14798	salvaged	3
14799	11th	3
14800	misrepresented	3
14801	testers	3
14802	rounded	3
14803	mitigate	3
14804	modernized	3
14805	1.52	3
14806	modern-day	3
14807	rub	3
14808	moderates	3
14809	modeled	3
14810	jittery	3
14811	mob	3
14812	rum	3
14813	mistrust	3
14814	safeguards	3
14815	2.15	3
14816	mistrials	3
14817	ruthless	3
14818	rye	3
14819	sacks	3
14820	2.14	3
14821	missions	3
14822	1.5795	3
14823	sacred	3
14824	motorist	3
14825	irked	3
14826	motorists	3
14827	reservoir	3
14828	124	3
14829	rerouting	3
14830	towards	3
14831	rescheduled	3
14832	187	3
14833	research-based	3
14834	resell	3
14835	reselling	3
14836	tout	3
14837	resettable	3
14838	neatly	3
14839	residual	3
14840	nationalized	3
14841	nationalistic	3
14842	resisting	3
14843	2.38	3
14844	resold	3
14845	1.28	3
14846	resolving	3
14847	tore	3
14848	124,875	3
14849	reputations	3
14850	invade	3
14851	tracts	3
14852	renowned	3
14853	traditions	3
14854	interiors	3
14855	repeating	3
14856	repel	3
14857	replay	3
14858	replete	3
14859	internationalization	3
14860	trade-offs	3
14861	tractors	3
14862	repurchased	3
14863	tractor	3
14864	tract	3
14865	interpretations	3
14866	tracing	3
14867	repossessed	3
14868	traced	3
14869	intervened	3
14870	intervening	3
14871	toying	3
14872	intuition	3
14873	name-droppers	3
14874	revelations	3
14875	tin	3
14876	restyled	3
14877	municipality	3
14878	toast	3
14879	resurfaced	3
14880	multimillion	3
14881	2.35	3
14882	multi-crystal	3
14883	retarded	3
14884	retirees	3
14885	timid	3
14886	1.34	3
14887	retires	3
14888	retribution	3
14889	1.38	3
14890	till	3
14891	retrofit	3
14892	2.30	3
14893	tide	3
14894	tidal	3
14895	tick	3
14896	token	3
14897	120.7	3
14898	naked	3
14899	19-month-old	3
14900	naive	3
14901	topaz	3
14902	top-tier	3
14903	invent	3
14904	invention	3
14905	top-performing	3
14906	restatement	3
14907	top-level	3
14908	inventiveness	3
14909	mystique	3
14910	murderer	3
14911	restitution	3
14912	mysterious	3
14913	1.30	3
14914	muted	3
14915	musician	3
14916	tongue	3
14917	muse	3
14918	toll-free	3
14919	restructures	3
14920	piers	3
14921	7.01	3
14922	Sovran	3
14923	Timex	3
14924	Traditional	3
14925	Tourism	3
14926	Toto	3
14927	Torrington	3
14928	Tomsho	3
14929	Tomash	3
14930	450,000	3
14931	Titanium	3
14932	Tiphook	3
14933	Tinker	3
14934	Tiffany	3
14935	Unions	3
14936	Tierney	3
14937	Tide	3
14938	Tibet	3
14939	Thunderbird	3
14940	Thomson-CSF	3
14941	Thief	3
14942	46.2	3
14943	Therefore	3
14944	Theodore	3
14945	46.9	3
14946	Train	3
14947	Transgenic	3
14948	Travis	3
14949	Traxler	3
14950	Undeterred	3
14951	Underwood	3
14952	Uncle	3
14953	Uncertainty	3
14954	Ultimate	3
14955	USDA	3
14956	USACafes	3
14957	UAW	3
14958	Twenty	3
14959	Twelve	3
14960	Turkish	3
14961	Trying	3
14962	Trucking	3
14963	Troy	3
14964	Tropics	3
14965	Trifari	3
14966	Triangle	3
14967	Triad	3
14968	Trenton	3
14969	45.3	3
14970	Treasure	3
14971	Than	3
14972	Thalmann	3
14973	Thal	3
14974	Summerfolk	3
14975	Sugar	3
14976	Succeeding	3
14977	Students	3
14978	Stuart-James	3
14979	Structural	3
14980	Strieber	3
14981	Strauss	3
14982	Strange	3
14983	470.80	3
14984	Stevric	3
14985	Stephens	3
14986	Stephanie	3
14987	Step	3
14988	Stena	3
14989	Steidtmann	3
14990	Stearn	3
14991	Stark	3
14992	Standards	3
14993	Stan	3
14994	Stage	3
14995	Stag	3
14996	Sumita	3
14997	Sundays	3
14998	Terra	3
14999	Suns	3
15000	Temple-Inland	3
15001	Telos	3
15002	Teller	3
15003	Telecom	3
15004	Taxpayers	3
15005	Taurus	3
15006	Tartan	3
15007	Tariffs	3
15008	Taking	3
15009	Taken	3
15010	Tacker	3
15011	Tache	3
15012	TVX	3
15013	TCMP	3
15014	Syria	3
15015	Swanson	3
15016	Sutro	3
15017	Sutcliffe	3
15018	Supervisors	3
15019	Suominen	3
15020	Suntory	3
15021	44.5	3
15022	44.3	3
15023	Spring	3
15024	43%-owned	3
15025	abrasive	3
15026	about-face	3
15027	abound	3
15028	416	3
15029	42.9	3
15030	425	3
15031	Zalubice	3
15032	ZBB	3
15033	Yukon	3
15034	Yorkers	3
15035	Y&R	3
15036	Units	3
15037	Xinhua	3
15038	X	3
15039	Wussler	3
15040	Writers	3
15041	43,000	3
15042	Working	3
15043	Woodstream	3
15044	Woods	3
15045	Won	3
15046	Witnesses	3
15047	abrasives	3
15048	absenteeism	3
15049	abstract	3
15050	abusive	3
15051	admittedly	3
15052	admissions	3
15053	admirable	3
15054	administered	3
15055	adjudicator	3
15056	adhesive	3
15057	addicts	3
15058	adapt	3
15059	adamant	3
15060	acute	3
15061	41.3	3
15062	41.8	3
15063	acne	3
15064	acid-rain	3
15065	accumulation	3
15066	accumulating	3
15067	accrue	3
15068	410	3
15069	accords	3
15070	acceptances	3
15071	academics	3
15072	43-year-old	3
15073	Windsor	3
15074	Willmott	3
15075	Waite	3
15076	Wa	3
15077	W.J.	3
15078	W	3
15079	Volvo	3
15080	Volokhs	3
15081	Vladimir	3
15082	Village	3
15083	Vic	3
15084	Ventura	3
15085	Venezuelan	3
15086	Vaux	3
15087	Varian	3
15088	Vargas	3
15089	Vandenberg	3
15090	Valentine	3
15091	Valdez	3
15092	Vaezi	3
15093	Va.-based	3
15094	V-6	3
15095	Upper	3
15096	Upon	3
15097	Wachtel	3
15098	Wako	3
15099	Willens	3
15100	Wakui	3
15101	Wilbur	3
15102	Whittaker	3
15103	43.5	3
15104	Weston	3
15105	Westin	3
15106	Western-style	3
15107	Westborough	3
15108	Wessels	3
15109	Werke	3
15110	Were	3
15111	Wellman	3
15112	Weirton	3
15113	Wednesdays	3
15114	Webb	3
15115	Weaver	3
15116	Watts	3
15117	Waterbury	3
15118	Wars	3
15119	Warnaco	3
15120	Walnut	3
15121	Wales	3
15122	Staar	3
15123	Spoon	3
15124	Peripherals	3
15125	Rainman	3
15126	Refining	3
15127	Reese	3
15128	5.16	3
15129	Ready	3
15130	Readers	3
15131	Reader	3
15132	Rayburn	3
15133	Ranieri	3
15134	Rangel	3
15135	Rambo	3
15136	Rail	3
15137	Roche	3
15138	Rage	3
15139	Rafael	3
15140	Radzymin	3
15141	Racketeer	3
15142	Rabinowitz	3
15143	RMS	3
15144	RMI	3
15145	RICOed	3
15146	R.P.	3
15147	R.H.	3
15148	Regal	3
15149	Regalia	3
15150	Regan	3
15151	Regarding	3
15152	Rivkin	3
15153	Riviera	3
15154	Ritterman	3
15155	Risk	3
15156	Riordan	3
15157	Ringers	3
15158	Riley	3
15159	Rifkind	3
15160	Ridge	3
15161	Rhode	3
15162	Revised	3
15163	Retailers	3
15164	Restaurant	3
15165	Resorts	3
15166	Rep	3
15167	Renzas	3
15168	Reiss	3
15169	Reidy	3
15170	Reichmann	3
15171	Rehabilitation	3
15172	Regional	3
15173	R	3
15174	Quite	3
15175	Quick	3
15176	Population	3
15177	Pool	3
15178	Political	3
15179	Pointe	3
15180	Poindexter	3
15181	Playtex	3
15182	Players	3
15183	Plastics	3
15184	Planned	3
15185	Pizza	3
15186	Pissocra	3
15187	Pinpoint	3
15188	Pinocchio	3
15189	Pine	3
15190	Pilots	3
15191	Philippe	3
15192	Philadelphia-based	3
15193	Petronas	3
15194	Petrolane	3
15195	Petersen	3
15196	5.32	3
15197	Perritt	3
15198	Pope	3
15199	Portland	3
15200	QuesTech	3
15201	Posix	3
15202	Queen	3
15203	Quarter	3
15204	Quality	3
15205	Putting	3
15206	Pushkin	3
15207	Purchase	3
15208	Pulp	3
15209	Pty.	3
15210	Psyllium	3
15211	Protocol	3
15212	Protestants	3
15213	Proteins	3
15214	Proposition	3
15215	Properties	3
15216	Professor	3
15217	Probably	3
15218	Prideaux	3
15219	Pressure	3
15220	Presse	3
15221	Prague	3
15222	Poverty	3
15223	5,500	3
15224	Rodgers	3
15225	Spokesmen	3
15226	Shilling	3
15227	Sino-U.S.	3
15228	Sino-British	3
15229	Sinfonia	3
15230	Sinatra	3
15231	Signs	3
15232	Signore	3
15233	Shrontz	3
15234	Shriver	3
15235	Shipbuilding	3
15236	Shioya	3
15237	Shields	3
15238	Roederer	3
15239	Sherwin-Williams	3
15240	Sherlund	3
15241	Shelly	3
15242	Sheldon	3
15243	Shelby	3
15244	486-based	3
15245	488	3
15246	Sex	3
15247	Serious	3
15248	Sept	3
15249	Sitco	3
15250	Skills	3
15251	Slater	3
15252	Small-business	3
15253	Spirits	3
15254	Spendthrift	3
15255	Spending	3
15256	Spartan	3
15257	Spanish-language	3
15258	Soybean	3
15259	Sox	3
15260	hemoglobin	3
15261	Soviet-style	3
15262	Soren	3
15263	Sonny	3
15264	Somewhere	3
15265	Sometime	3
15266	Somerset	3
15267	Somali	3
15268	Solomon	3
15269	Solo	3
15270	Sol	3
15271	Sohn	3
15272	480	3
15273	Smaller	3
15274	Senshukai	3
15275	Seniors	3
15276	49.4	3
15277	Samnick	3
15278	Sally	3
15279	Sale	3
15280	Sagos	3
15281	Safra	3
15282	Safe	3
15283	SS	3
15284	SONG	3
15285	SMU	3
15286	SFE	3
15287	SALES	3
15288	Russo	3
15289	Rudnick	3
15290	Rubenstein	3
15291	Rubendall	3
15292	Rowland	3
15293	Roulac	3
15294	Roughly	3
15295	Rostenkowski	3
15296	Rosenthal	3
15297	Romanee-Conti	3
15298	Rolling	3
15299	Salvatori	3
15300	Samsung	3
15301	Selling	3
15302	496	3
15303	Seeking	3
15304	49.7	3
15305	490	3
15306	Secaucus	3
15307	Scripps	3
15308	Scottsdale	3
15309	Scotto	3
15310	Schweppes	3
15311	Schuster	3
15312	Schreibman	3
15313	Schimmel	3
15314	Scherer	3
15315	Scandinavia	3
15316	Savin	3
15317	Savageau	3
15318	Sasea	3
15319	Sara	3
15320	Sao	3
